"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Requires Shipping","Variant Taxable","Image Src","Image Alt Text","Status"
"cj-adaptador-vacuo-agco-acx2414460","Conjunto Adaptador de Vácuo — AGCO ACX2414460","<p>Conjunto completo adaptador de vácuo para o sistema pneumático da plantadeira. Realiza a conexão e adaptação entre componentes do circuito de vácuo, garantindo a distribuição uniforme do vácuo a todas as unidades dosadoras. Peça original AGCO.</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código AGCO:</strong> ACX2414460</li><li><strong>Tipo:</strong> Conjunto adaptador — circuito de vácuo</li><li><strong>Fornecimento:</strong> Conjunto completo</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,adaptador,vacuo,conjunto,pneumatico,plantadeira,momentum,massey-ferguson,valtra,oem,disponivel","true","Título","Padrão","ACX2414460","shopify","0","deny","manual","true","false","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACX2414460_ecommerce.png?v=1778507762","ACX2414460","active"
"bocal-cotovelo-vacuo-agco-acx3371800","Bocal Cotovelo de Vácuo — AGCO ACX3371800","<p>Bocal em formato de cotovelo para conexão no circuito de vácuo da plantadeira pneumática. Permite a mudança de direção na tubulação de vácuo sem perdas de pressão. Peça original AGCO.</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código AGCO:</strong> ACX3371800</li><li><strong>Tipo:</strong> Bocal cotovelo — circuito de vácuo</li><li><strong>Geometria:</strong> Cotovelo (mudança de direção)</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,bocal,cotovelo,vacuo,pneumatico,plantadeira,momentum,massey-ferguson,valtra,oem,disponivel","true","Título","Padrão","ACX3371800","shopify","0","deny","manual","true","false","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACX3371800_ecommerce.png?v=1778507780","ACX3371800","active"
"cj-montado-joelho-agco-acx2719210","Conjunto Montado Joelho — AGCO ACX2719210","<p>Conjunto montado em formato de joelho (cotovelo) para o sistema de condução de sementes ou circuito pneumático da plantadeira. Fornecido pré-montado, pronto para instalação. Peça original AGCO.</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código AGCO:</strong> ACX2719210</li><li><strong>Tipo:</strong> Conjunto montado — joelho</li><li><strong>Fornecimento:</strong> Conjunto completo pré-montado</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,conjunto,joelho,cotovelo,plantadeira,momentum,massey-ferguson,valtra,oem,disponivel","true","Título","Padrão","ACX2719210","shopify","0","deny","manual","true","false","https://cdn.shopify.com/placeholder.png","Conjunto Montado Joelho — AGCO ACX2719210","active"
"acoplamento-condutor-massey-7038105m1","Acoplamento do Condutor — Massey Ferguson 7038105M1","<p>Acoplamento de encaixe para conexão entre seções do tubo condutor de sementes. Garante a vedação e a continuidade do fluxo de sementes entre os segmentos do condutor. Peça original Massey Ferguson (código OEM com sufixo M1).</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código OEM:</strong> 7038105M1</li><li><strong>Fabricante:</strong> Massey Ferguson / AGCO</li><li><strong>Tipo:</strong> Acoplamento — condutor de sementes (seção reta)</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,massey-ferguson,acoplamento,condutor,sementes,plantadeira,momentum,oem,disponivel","true","Título","Padrão","7038105M1","shopify","0","deny","manual","true","false","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/7038105M1_ecommerce.png?v=1778507750","7038105M1","active"
"acoplamento-curva-massey-7038106m1","Acoplamento da Curva — Massey Ferguson 7038106M1","<p>Acoplamento de encaixe para a seção curva do tubo condutor de sementes. Conecta o trecho curvo do condutor às demais seções, garantindo a continuidade do fluxo de sementes sem obstruções. Peça original Massey Ferguson.</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código OEM:</strong> 7038106M1</li><li><strong>Fabricante:</strong> Massey Ferguson / AGCO</li><li><strong>Tipo:</strong> Acoplamento — trecho curvo do condutor de sementes</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,massey-ferguson,acoplamento,curva,condutor,sementes,plantadeira,momentum,oem,disponivel","true","Título","Padrão","7038106M1","shopify","0","deny","manual","true","false","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/7038106M1_ecommerce.png?v=1778507754","7038106M1","active"
"tampa-modulo-srm-agco-acx2865730","Tampa do Módulo SRM — AGCO ACX2865730 | Monitor de Linhas","<p>Tampa de proteção para o módulo SRM (Seed Rate Monitor) da plantadeira. O SRM é o sistema de monitoramento de linhas da AGCO que detecta e registra o fluxo de sementes em cada linha de plantio em tempo real. A tampa protege a eletrônica do módulo contra poeira, umidade e impactos. Peça original AGCO.</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><ul><li>Sistema de monitoramento: AGCO SRM (Seed Rate Monitor)</li></ul><h2>Especificações</h2><ul><li><strong>Código AGCO:</strong> ACX2865730</li><li><strong>Tipo:</strong> Tampa — módulo SRM</li><li><strong>Aplicação:</strong> Sistema de monitoramento de linhas SRM</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,srm,monitor,linhas,tampa,modulo,plantadeira,momentum,massey-ferguson,valtra,oem,disponivel","true","Título","Padrão","ACX2865730","shopify","0","deny","manual","true","false","https://cdn.shopify.com/placeholder.png","Tampa do Módulo SRM — AGCO ACX2865730 | Monitor de Linhas","active"
"protecao-srm-agco-acx5458940","Proteção SRM — AGCO ACX5458940 | Monitor de Linhas","<p>Proteção física para o módulo SRM (Seed Rate Monitor) instalado nas linhas de plantio. Protege o módulo eletrônico de monitoramento contra danos mecânicos causados por resíduos de cultura, torrões e impactos durante a operação de plantio. Peça original AGCO.</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><ul><li>Sistema de monitoramento: AGCO SRM (Seed Rate Monitor)</li></ul><h2>Especificações</h2><ul><li><strong>Código AGCO:</strong> ACX5458940</li><li><strong>Tipo:</strong> Proteção mecânica — módulo SRM</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,srm,monitor,linhas,protecao,modulo,plantadeira,momentum,massey-ferguson,valtra,oem,disponivel","true","Título","Padrão","ACX5458940","shopify","0","deny","manual","true","false","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACX5458940_ecommerce.png?v=1778507801","ACX5458940","active"
"dobradica-esquerda-inferior-massey-4383927m4","Dobradiça Esquerda Inferior — Massey Ferguson 4383927M4","<p>Dobradiça (posição esquerda inferior) para painéis, tampas ou caixas de equipamentos Massey Ferguson. Fabricada em aço, suporta abertura e fechamento repetitivos sem perda de alinhamento. Peça original Massey Ferguson (código OEM com sufixo M4).</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código OEM:</strong> 4383927M4</li><li><strong>Fabricante:</strong> Massey Ferguson / AGCO</li><li><strong>Posição:</strong> Esquerda Inferior</li><li><strong>Material:</strong> Aço</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,massey-ferguson,dobradica,esquerda,inferior,plantadeira,momentum,oem,disponivel","true","Título","Padrão","4383927M4","shopify","0","deny","manual","true","false","https://cdn.shopify.com/placeholder.png","Dobradiça Esquerda Inferior — Massey Ferguson 4383927M4","active"
"dobradica-esquerda-superior-massey-4383923m4","Dobradiça Esquerda Superior — Massey Ferguson 4383923M4","<p>Dobradiça (posição esquerda superior) para painéis, tampas ou caixas de equipamentos Massey Ferguson. Peça original Massey Ferguson (código OEM com sufixo M4).</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código OEM:</strong> 4383923M4</li><li><strong>Fabricante:</strong> Massey Ferguson / AGCO</li><li><strong>Posição:</strong> Esquerda Superior</li><li><strong>Material:</strong> Aço</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,massey-ferguson,dobradica,esquerda,superior,plantadeira,momentum,oem,disponivel","true","Título","Padrão","4383923M4","shopify","0","deny","manual","true","false","https://cdn.shopify.com/placeholder.png","Dobradiça Esquerda Superior — Massey Ferguson 4383923M4","active"
"dobradica-direita-superior-massey-4383933m4","Dobradiça Direita Superior — Massey Ferguson 4383933M4","<p>Dobradiça (posição direita superior) para painéis, tampas ou caixas de equipamentos Massey Ferguson. Peça original Massey Ferguson (código OEM com sufixo M4).</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código OEM:</strong> 4383933M4</li><li><strong>Fabricante:</strong> Massey Ferguson / AGCO</li><li><strong>Posição:</strong> Direita Superior</li><li><strong>Material:</strong> Aço</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,massey-ferguson,dobradica,direita,superior,plantadeira,momentum,oem,disponivel","true","Título","Padrão","4383933M4","shopify","0","deny","manual","true","false","https://cdn.shopify.com/placeholder.png","Dobradiça Direita Superior — Massey Ferguson 4383933M4","active"
"dobradica-direita-inferior-massey-4383934m4","Dobradiça Direita Inferior — Massey Ferguson 4383934M4","<p>Dobradiça (posição direita inferior) para painéis, tampas ou caixas de equipamentos Massey Ferguson. Peça original Massey Ferguson (código OEM com sufixo M4).</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código OEM:</strong> 4383934M4</li><li><strong>Fabricante:</strong> Massey Ferguson / AGCO</li><li><strong>Posição:</strong> Direita Inferior</li><li><strong>Material:</strong> Aço</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,massey-ferguson,dobradica,direita,inferior,plantadeira,momentum,oem,disponivel","true","Título","Padrão","4383934M4","shopify","0","deny","manual","true","false","https://cdn.shopify.com/placeholder.png","Dobradiça Direita Inferior — Massey Ferguson 4383934M4","active"
"defletor-radiador-agco-acx329796a","Defletor do Radiador — AGCO ACX329796A","<p>Defletor do radiador para equipamentos AGCO. O defletor direciona e otimiza o fluxo de ar que passa pelo radiador, melhorando a eficiência do sistema de arrefecimento do motor. Peça original AGCO, fabricada em material resistente a altas temperaturas.</p><h2>Compatibilidade</h2><p>Equipamentos AGCO — consulte o manual do proprietário ou o revendedor AGCO autorizado para confirmar compatibilidade com o seu modelo específico.</p><h2>Especificações</h2><ul><li><strong>Código AGCO:</strong> ACX329796A</li><li><strong>Tipo:</strong> Defletor do radiador</li><li><strong>Aplicação:</strong> Sistema de arrefecimento do motor</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Trator","agco,massey-ferguson,defletor,radiador,arrefecimento,motor,trator,oem,disponivel","true","Título","Padrão","ACX329796A","shopify","0","deny","manual","true","false","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACX329796A_ecommerce.png?v=1778507777","ACX329796A","active"
